,text,label
870,mua 3 mua nha,"[0, 0, 0, 0, 0, 0, 1]"
871,mua chất_lượng oke,"[0, 0, 0, 1, 0, 0, 0]"
872,giao hàng cực nhanh luon,"[1, 0, 0, 0, 0, 0, 0]"
873,sản_phẩm sản_phẩm tem chất_lượng giao hàng nhanh yên_tâm ủng_hộ,"[1, 0, 1, 0, 0, 1, 0]"
874,đonga gói siêu đẹp chắc_chắn giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
875,giao đug như hình_mẫu mua mấy lâgn shop rui đều ưng,"[0, 0, 1, 0, 0, 0, 0]"
876,ship nhanh shop nhiệt_tình lắm giá sale cực rẻ ưng_ý,"[1, 1, 0, 0, 1, 0, 0]"
877,mjnh hang hàng giao nhanh sản_phẩm y hinh hạn nhiên hộp bi bóp_méo chút oke shop 5sao,"[1, 0, 0, 0, 0, 0, 0]"
878,giao hàng nhanh đủ hàng sản_phẩm tốt ưng ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
879,giao hàng nhanh giá tốt shop bọc hàng cẩn_thận ủng_hộ tiếp hình_ảnh tính_chất xu,"[1, 1, 0, 0, 0, 0, 0]"
880,rẻ mua thử bé nửa hộp không thìa may giư thìa hộp cũ tạm 5,"[0, 1, 0, 0, 1, 0, 0]"
881,hàng mua ưng đóng_gói cẩn_thận 😁,"[1, 0, 0, 0, 0, 0, 0]"
882,khách_hàng shop sữa chuẩn 6 valing không shop,"[0, 0, 1, 0, 0, 0, 0]"
883,sữa suất sứ nga mã_vạch hàn quốc_vậy,"[0, 0, 1, 0, 0, 0, 0]"
884,resort phú_quốc chuẩn 4 quốc cổng_chào trung_tâm đi chợ đêm 3 quốc_tế chuẩn âu ✅ đưa_đón sân_bay bơi bãi biển cao_cấp phong_cách địa trung hải ✅ cực_kì đắc wifi 5g chuẩn,"[0, 0, 0, 0, 0, 0, 0]"
885,méo tí hộp nguyên_vẹn trải nghiệm,"[1, 0, 0, 0, 0, 0, 0]"
886,hạn 2022 giao hàng nhanh mua mấy shop uống tốt không hộp bọc cẩn_thận không bóp_méo,"[1, 0, 0, 1, 0, 1, 0]"
887,giao hàng nhanh đóng_gói gọn kỹ hàng hạn 2022,"[1, 0, 0, 0, 0, 1, 0]"
888,shipper nhiệt_tình,"[0, 0, 0, 0, 1, 0, 0]"
889,sản_ohaamr tuyệt_vời đóng_gói cẩn_thận giao hàng nhanh ! ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
890,shop phục_vụ không ổn chút không hàng mua 4 hộp sữa liền 1 không inbox 1 câu vc liên_hệ xin_lỗi chưa giao nhấn giao hàng lỗi vc shop dường_như không chăm_sóc khách_hàng,"[1, 0, 0, 0, 1, 0, 0]"
891,chất_lượng tốt chất_lượng tốt chất_lượng tốt chất_lượng tốt chất_lượng tốt chất_lượng tốt,"[0, 0, 0, 1, 0, 0, 0]"
892,nhấn một đoạn dán hộp văn_bản,"[0, 0, 0, 0, 0, 0, 0]"
893,mua hàng shop yên_tâm chất_lượng shop hàng giá tốt,"[0, 1, 0, 1, 0, 0, 0]"
894,mua mấy shop shop làm_ăn uy_tín uy_tín ủng_hộ thắc_mắc shop nhiệt_tình,"[0, 0, 0, 0, 1, 0, 1]"
895,hàng,"[0, 0, 0, 0, 0, 0, 0]"
896,đầu mua hàng shop shop đóng_gói kĩ chắc_chắn đầu_tư hẳn thùng xốp sữa check mã_vạch shop,"[1, 0, 1, 0, 1, 0, 0]"
897,giao đủ hàng đúng loại chuẩn thơm hikid mua giảm_giá mua,"[1, 1, 0, 1, 0, 0, 0]"
898,sữa hạn giá tốt balo tặng kèm đẹp bánh khăn giấy tặng kèm shop,"[0, 1, 0, 1, 1, 1, 0]"
899,mua hộp sữa méo_mó hạn không không hài_lòng lắm,"[1, 0, 0, 0, 0, 1, 0]"
900,đầy_đủ sản_phẩm đóng_gói chắc_chắn ! oke ủng_hộ shop lâu_dài,"[1, 0, 0, 0, 0, 0, 0]"
901,sản_phẩm hạn shop chu_đáo nhiệt_tình đóng_gói cẩn_thận giao nhanh 5,"[1, 0, 0, 0, 1, 1, 0]"
902,sp ok đội_ngũ giao hàng dễ_thương chuyên_nghiệp tận_tình hình_như jt expres,"[1, 0, 0, 1, 1, 0, 0]"
903,bỉm tốt giá_cả hợp_lý đonhs gói cẩn_thận giao hàng nhanh,"[1, 1, 0, 1, 0, 0, 0]"
904,sữa uống ngon date shop giao hàng nhanh hình_ảnh tính_chất xu,"[1, 0, 0, 1, 0, 1, 0]"
905,hàng tốt hạn,"[0, 0, 0, 1, 0, 1, 0]"
906,hình_ảnh không liên sản_phẩm tốt hạn giá rẻ mua thị_trường,"[0, 1, 0, 1, 0, 1, 0]"
907,sản_phẩm đúng mô_tả hi_vọng,"[0, 0, 1, 0, 0, 0, 0]"
908,sữa hạn ủng_hộ shop,"[0, 0, 0, 0, 0, 1, 0]"
909,oknok oke oke oke oke oke oke oke oke oke oke oke oke oke oke oke,"[0, 0, 0, 0, 0, 0, 0]"
910,sản_phẩm_chất_lượng tuyệt_vời đóng_gói sản_phẩm kỹ đẹp chắc_chắn shop phục_vụ tốt giao hàng nhanh,"[1, 0, 0, 1, 1, 0, 0]"
911,đóng_gói cẩn_thận hộp hơi móp mua 2 shop 5,"[1, 0, 0, 0, 0, 0, 0]"
912,khẩu_trang bé bé không đẹp vua s ph lai ung yếu chuc shop đạt hang,"[0, 0, 0, 0, 0, 0, 0]"
913,mua shop bọc kỹ móp hộp sữa kiểu_dáng đợt không phiên_bản không ?,"[0, 0, 0, 0, 0, 0, 1]"
914,hàng nhanh hàng giao nhanh chất_lượng ổn,"[1, 0, 0, 1, 0, 0, 0]"
915,shop giao hàng đúng phục_vụ ok shop đóng_gói hàng đẹp,"[1, 0, 1, 0, 1, 0, 0]"
916,nhầm tưởng hang cao_cấp hoá_ra hàng trung angel tạm mong la không ảnh klq lắm,"[0, 0, 0, 0, 0, 0, 1]"
917,sp tốt mua,"[0, 0, 0, 1, 0, 0, 0]"
918,hàng chuẩn hạn shop uy_tín,"[0, 0, 1, 0, 0, 1, 0]"
919,đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
920,giai hàng nhanh tư_vấn nhiệt_tình chùng hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
921,mua 3 shop rùi ưng ủng_hộ,"[0, 0, 0, 0, 0, 0, 1]"
922,chất_lượng sản_phẩm tốt đóng_gói đẹp kĩ phục_vụ nhiệt_tình giao hàng lỗi giao hàng mong không xảy !,"[1, 0, 0, 1, 1, 0, 0]"
923,shop phuc vu nhiệt_tình đóng_gói cẩn_thận,"[1, 0, 0, 0, 1, 0, 0]"
924,giao hàng nhanh 2 hộp đều méo móp,"[1, 0, 0, 0, 0, 0, 0]"
925,giao hàng nhanh đúng sản_phẩm đóng_gói đẹp chắc_chắn,"[1, 0, 1, 0, 0, 0, 0]"
926,shop giao hàng nhanh đóng_gói cẩn_thận sp hạn ủng_hộ thử bé vị dâu 😁,"[1, 0, 0, 0, 0, 1, 0]"
927,shop hàng uy_tín chất_lượng giao hàng nhanh đóng_gói đẹp cẩn shop hàng đắt ủng_hộ shop lâu_dài 😘,"[1, 0, 1, 1, 0, 0, 0]"
928,hàng giao nhanh chất_lượng chưa chưa nhận_xét,"[1, 0, 0, 0, 0, 0, 0]"
929,shop giao hàng nhanh gói hàng cẩn thậnh shop giao hàng nhanh gói hàng cẩn thậnhs,"[1, 0, 0, 0, 0, 0, 0]"
930,giao hàng nhanh hàng tem nhãn đầy_đủ giá_cả hợp_lý đóng_gói cẩn_thận,"[1, 0, 1, 0, 0, 1, 0]"
931,giao hàng nhiên không shop mal hơi lăn_tăn chất vọng hàng chuẩn,"[1, 0, 0, 0, 0, 0, 0]"
932,shop gửi hàng nhanh đóng_gói chắc_chắn vận_chuyển hơi móp một xíu chưa uống chưa chất_lượng sữa tn,"[1, 0, 0, 0, 0, 0, 0]"
933,mua hàng shop tin_tưởng chất_lượng dịch_vụ giá_cả,"[0, 1, 0, 1, 1, 0, 0]"
934,hàng tem hãng bột mịn thơm hình_dáng hộp không méo_mó vừa_lòng !,"[1, 0, 1, 1, 0, 0, 0]"
935,giao hàng hơi chậm,"[1, 0, 0, 0, 0, 0, 0]"
936,giao hàng nhanh đóng_gói cẩn_thận chất_lượng ok 👌,"[1, 0, 0, 1, 0, 0, 0]"
937,shop giao hàng dsungs đầy_đủ số_lượng hàng nhân_viên giao hàng nhiệt_tình vui_vẻ,"[1, 0, 0, 0, 1, 1, 0]"
938,nhạn đuoc hang rat nhanh dong goi chac chan shop tu vân nhiệt_tình mua hàng rât nhiêu rôi,"[1, 0, 0, 0, 1, 0, 0]"
939,giao hàng siêu nhanh date cực,"[1, 0, 0, 0, 0, 1, 0]"
940,sản_phẩm lỗi,"[0, 0, 0, 1, 0, 0, 0]"
941,shop liên_hệ shoppe tgian giao hàng chậm 9 hàng giao thị_trường nan nga chưa nhìu mua đỡ nan vn định không r đấy tin_tưởng đầu chưa không pik ntn shop 5 hi_vọng oke,"[1, 0, 0, 0, 0, 0, 0]"
942,shop nhiệt_tình sản_phẩm tốt tặng shop 5 blabla bla bla bla bla,"[0, 0, 0, 1, 1, 0, 0]"
943,hàng giá rẻ y mẫu đẹp nghiêng không đổ đóng_gói sản_phẩm uy_tín gửi đúng màu bé ơn shop,"[1, 1, 0, 1, 0, 0, 0]"
944,tốt đúng chủng_loại,"[0, 0, 1, 1, 0, 0, 0]"
945,giao mua một mềm mỏng rẻ kinh_tế,"[1, 1, 0, 1, 0, 0, 0]"
946,đóng_gói cẩn_thận sữa hạn tận 2022 uống ủng_hộ shop tiếp,"[1, 0, 0, 0, 0, 1, 0]"
947,giao hàng nhanh gọn đóng_gói cẩn_thận hạn hộp không méo,"[1, 0, 0, 0, 0, 1, 0]"
948,hang_tôt giao nhanh rat ung se mua them,"[1, 0, 0, 1, 0, 0, 0]"
949,shop giao hàng nhanh tiếc mua 5 lon sữa giá 538k hic,"[1, 0, 0, 0, 0, 0, 0]"
950,giao hàng gói sản_phẩm tốt bé hài_lòng ❤,"[1, 0, 0, 1, 0, 0, 0]"
951,sản_phẩm ok như quảng_cáo giao hàng nhanh đóng_gói kỹ lắm,"[1, 0, 0, 1, 0, 0, 0]"
952,chất_lượng sản_phẩm tốt hạn shop đóng_gói hàng cẩn_thận ủng_hộ shop,"[1, 0, 0, 1, 0, 1, 0]"
953,hàng giao nhanh ! check mã_vạch hàng chuẩn nga giá tốt vận_chuyển nhiệt_tình shop ! ủng_hộ shop tiếp !,"[1, 1, 1, 0, 1, 0, 0]"
954,sản_phẩm_chất_lượng giá_cả mua shop chưa thất_vọng,"[0, 1, 0, 1, 0, 0, 0]"
955,hàng đóng_gói cẩn_thận hộp móp méo shop giao m hộp méo chưa đóng_gói,"[1, 0, 0, 0, 1, 0, 0]"
956,mua 3 shop oki,"[0, 0, 0, 1, 0, 0, 1]"
957,giá_cả đóng_gói cẩn_thận ủng_hộ lâu_dài,"[1, 1, 0, 0, 0, 0, 0]"
958,chủ_yếu xu,"[0, 0, 0, 0, 0, 0, 0]"
959,giao hàng nhanh hôm_qua hôm_nay hàng đóng_gói cẩn_thận ủng_hộ shop !,"[1, 0, 0, 0, 0, 0, 0]"
960,shop giao hàng hơi chậm chút sale 9 / 9 hàng đóng_gói cẩn_thận hạn 202,"[1, 0, 0, 0, 0, 1, 0]"
961,shop đóng_gói cẩn_thận đẹp giao hàng nhanh hàng chất_lượng tks_shop,"[1, 0, 0, 1, 0, 0, 0]"
962,hàng 1 hộp móp nhẹ không gói hàng cẩn hạn mua 2 hài_lòng,"[1, 0, 0, 1, 1, 1, 0]"
963,sản_phẩm tốt giao hàng nhanh giá_cả ủng_hộ shop,"[1, 1, 0, 1, 0, 0, 0]"
964,sữa nga ngon cực mẹ sản_phẩm tốt hạn uống ngon mua shop tks,"[0, 0, 0, 1, 0, 1, 0]"
965,giao hàng nhanh đóng_gói cẩn_thận sữa đúng chuẩn hãng bé uống,"[1, 0, 1, 0, 0, 0, 0]"
966,nan,"[0, 0, 0, 0, 0, 0, 0]"
967,chat luong oke se mua_ung ho tip,"[0, 0, 0, 1, 0, 0, 0]"
968,giao hàng nhanh đóng_gói cẩn_thận chắc_chắn hài_lòng chất_lượng chưa chưa,"[1, 0, 0, 0, 0, 0, 0]"
969,giao hàng nhanh đúng sp bé 6kg mặc kích_thước s mua m kích_thước 6 - 11kg hy_vọng không to,"[1, 0, 1, 0, 0, 0, 0]"
970,shop giao hàng cực đóng_gói kĩ_lưỡng tem niêm_yết đủ sản_phẩm chuẩn xịn giá rẻ mua đợt 11.1 shop 5,"[1, 1, 1, 0, 0, 0, 0]"
971,bé loại mua tiếp !,"[0, 0, 0, 0, 0, 0, 1]"
972,sữa uống vẻ sữa mẹ hợp_tác đổi sữa vẻ bé ăn tốt mua 2,"[0, 0, 0, 1, 0, 0, 1]"
973,gói hàng đẹp chắc_chắn shop uy_tín 5 nhắn_tin trả_lời nhanh,"[1, 0, 1, 0, 1, 0, 0]"
974,hàng_hóa sữa chuẩn mô_tả hi_vọng bé hợp_tác,"[0, 0, 1, 1, 0, 0, 0]"
975,bỉm mỏng mềm giá hợp_lý mua,"[0, 1, 0, 1, 0, 0, 0]"
976,mua hàng đầu hàng chuan ủng_hộ hi_vọng shop uy_tín chất_lượng hàng_đầu sữa,"[1, 0, 1, 0, 0, 0, 0]"
977,hàng shop shop đóng_gói chắc_chắn hộp sữa không móp méo giá_cả rẻ ủng_hộ shop thanks shop nè,"[1, 1, 0, 0, 0, 0, 0]"
978,giao hàng phẩm đóng_gói đẹp chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
979,shop gói hàng cẩn_thận sữa thơm ngon béo_tốt đậm_đà cưỡng luv,"[1, 0, 0, 1, 0, 0, 0]"
980,chán vỏ bọc cẩn_thận hộp méo_mó tiền triệu hàng thất_vọng,"[1, 0, 0, 0, 0, 0, 0]"
981,giao hàng tương_đối nhanh đóng_gói kỹ chất_lượng sản_phẩm tốt,"[1, 0, 0, 1, 0, 0, 0]"
982,mua 2 date,"[0, 0, 0, 0, 0, 1, 0]"
983,s d fdx a a a s s a s d d,"[0, 0, 0, 0, 0, 0, 0]"
984,hi_vọng hàng uống lo lắm mua băn_khoăn,"[0, 0, 0, 0, 0, 0, 1]"
985,hàng đúng chuẩn ủng_hộ shop dài_dài giá_cả rẻ thị_trường,"[0, 1, 1, 0, 1, 0, 0]"
986,sản_phẩm hình giao hàng nhanh gói hàng ổn ủng_hộ,"[1, 0, 1, 0, 0, 0, 0]"
987,date bột siêu mịn thơm pha ngậy dã mann không lắm đúng tiêu_chí đồ ít đường pha xong cốc không rửa xà_phòng toàn mùi sữa ngậy khủng_khiếp,"[0, 0, 0, 1, 0, 1, 0]"
988,hàng hàng gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
989,hàng hãng 5 shop,"[0, 0, 1, 0, 0, 0, 0]"
990,mua hai t3,"[0, 0, 0, 0, 0, 0, 1]"
991,hài_lòng tùy_chọn giao hàng nhanh 4h sữa sản_phẩm thiết_yếu bé giao nhanh_chóng như mua lazada rẻ mấy chục nghìn bé hẳn bú đổi shope mặc_dù hàng hãng chất_lượng như,"[1, 0, 1, 0, 0, 0, 0]"
992,shop giao hàng cực nhanh đóng_gói cực_kỳ cẩn_thận chắc_chắn mua đầu chưa chất_lượng sữa tnao giá rẻ oke,"[1, 1, 0, 0, 0, 0, 0]"
993,dong_goi hang rat chac giao nhanh be van sua nen minh chua dung den van shop 5,"[1, 0, 0, 0, 0, 0, 0]"
994,sữa thơm ngon hết_mình mua tiếp,"[0, 0, 0, 1, 0, 0, 0]"
995,sản_phẩm tốt uy_tín chất_lượng ủng_hộ shop dài_dài,"[0, 0, 1, 1, 0, 0, 0]"
996,hàg chuẩn date giao hàng nhah giá hơi biến_động xíu,"[1, 1, 1, 0, 0, 1, 0]"
997,jaksb dvdkd hsjsh djsks iwgeo jdjxj jdjdj jsnbd oakqpq ndjdj sjkdk,"[0, 0, 0, 0, 0, 0, 0]"
998,video không lắm shop đóng_gói hàng cẩn_thận hạn chất_lượng sữa m,"[1, 0, 0, 1, 0, 1, 0]"
999,shop giao hàng nhanh chất_lượng sản_phẩm tốt hàng hạn,"[1, 0, 0, 1, 0, 1, 0]"
1000,uống quên chụp ảnh hàng hãng sữa ngon ngậy thơm,"[0, 0, 1, 1, 0, 0, 0]"
1001,sản_phẩm tốt giao hàng nhanh a_bbbb đóng_gói cẩn_thận lười chụp tạm hình,"[1, 0, 0, 1, 0, 0, 0]"
1002,shop giao hàng nhanh đóng_gói hàng cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1003,giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1004,chất_lượng sản_phẩm tuyệt gói sản_phẩm đẹp chắc_chắn,"[1, 0, 0, 1, 0, 0, 0]"
1005,chất_lượng sản_phẩm tuyệt_vời date giá tốt,"[0, 1, 0, 1, 0, 1, 0]"
1006,bé rẻ,"[0, 1, 0, 0, 0, 0, 0]"
1007,rgsdcf dsrg êwqx tt4ws ffrw gggh đwq xxcg dsewq đtv đccy đfbg,"[0, 0, 0, 0, 0, 0, 0]"
1008,shop giao hàng nhanh như 1 gió 😁 bỉm mỏng mềm bé không hăm giá siêu tiết_kiệm,"[1, 1, 0, 1, 0, 0, 0]"
1009,giao hàng nhanh ủng_hộ shop đóng_gói sản_phẩm kỹ cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1010,mua 2 giao hàng nhanh hàng giá khad ổn chỗ đóng hàng cẩn_thận,"[1, 1, 0, 0, 1, 0, 0]"
1011,hàng chuẩn hạn đóng_gói cẩn_thận chống shock lớp,"[1, 0, 1, 0, 0, 1, 0]"
1012,sản_phẩm_chất_lượng lắm đóng_gói cực_kì cẩn_thận ổn giao hàng cực nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1013,gói hàng cẩn giao hàng nhanh mua thử hợp_tác không mua,"[1, 0, 0, 0, 0, 0, 0]"
1014,sp ok giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1015,video tính_chất minh_hoạ bình_luận xu k phàn_nàn,"[0, 0, 0, 0, 0, 0, 1]"
1016,mua ưng_ý,"[0, 0, 0, 0, 0, 0, 1]"
1017,hàng hạn chất_lượng đóng_gói cẩn_thận ủng_hộ tiếp,"[1, 0, 0, 1, 0, 1, 0]"
1018,giao hàng gói cẩn_thận shop 5,"[1, 0, 0, 0, 0, 0, 0]"
1019,shop hàng nhanh đóng_gói hàng cẩn_thận khộng móp méo check mã_vạch hàng chuẩn chưa sử sụng yên_tâm,"[1, 0, 1, 0, 0, 0, 0]"
1020,mua giá rẻ thị gói cẩn_thận 10 🌟,"[1, 1, 0, 0, 0, 0, 0]"
1021,giao nhanh oke 👍,"[1, 0, 0, 0, 0, 0, 0]"
1022,okkkkk sữa ngon,"[0, 0, 0, 1, 0, 0, 0]"
1023,shop giao hàng nhanh một hộp sữa móp bép dúm đầu : (,"[0, 0, 0, 0, 0, 0, 1]"
1024,hộp móp chút_xíu chất_lượng hình_thức thử oke ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1025,hàng đóng_gói cẩn hàng hợp ủng_hộ shop tiếp,"[1, 0, 0, 0, 0, 0, 0]"
1026,shp giao hàng nhanh hình_ảnh vd mua shop r yên_tâm,"[0, 0, 0, 0, 0, 0, 0]"
1027,giá ưu_đãi đúng chất_lượng,"[0, 1, 0, 1, 0, 0, 0]"
1028,hàng giao nhanh đầy_đủ mô_tả giá hợp_lí tạm hình_ảnh không ng yên_tâm mua,"[1, 1, 0, 0, 0, 0, 0]"
1029,ủng_hộ n shop shop nhìu ưu_đãi kh thân_thiết,"[0, 0, 0, 0, 0, 0, 1]"
1030,mua hàng shop thất_vọng méo mất 1 hộp giao hàng tận 12 hôm hàng thoi mua hàng shop shop 5 ủng_hộ shop ☺ ️ ☺ ️,"[1, 0, 0, 0, 0, 0, 0]"
1031,đóng_gói kỹ hàng tem mác đầy_đủ không hợp bé không,"[1, 0, 1, 0, 0, 0, 0]"
1032,giao hàng gói đẹp bé mã_vạch sữa 4 mua shop ưu_đãi ủg hộ shop lâu_dài,"[1, 0, 0, 0, 0, 0, 0]"
1033,sữa tốt ủng_hộ jo phản_hồi shop thank shop,"[0, 0, 0, 1, 0, 0, 0]"
1034,hộp méo lắm,"[1, 0, 0, 0, 0, 0, 0]"
1035,hàng cẩn_thận siêu nhanh bé uống chất_lượng,"[1, 0, 0, 0, 0, 0, 0]"
1036,ko sữa chất_lượng không hài_lòng lắm hộp,"[0, 0, 0, 0, 0, 0, 1]"
1037,sữa thơm ship hàng hơi chậm chêch mã_vạch oke,"[1, 0, 1, 1, 0, 0, 0]"
1038,bé thcihs sữa mua shop kb chất_lượng 5 m cung niềm r mua sữa châunr,"[0, 0, 0, 0, 0, 0, 1]"
1039,nan,"[0, 0, 0, 0, 0, 0, 0]"
1040,thong bao : quy_khach da duoc viettel kich hoat tai khoan goi noi mien phi_voi 2 quyen loi : chon 1 viettel de goi mien phi khong gioi han va co 15 phut goi den bat ky viettel nao de su dung quy_khach phai cai ung_dung mocha va goi cal_out link_cai vn / ap,"[0, 0, 0, 0, 0, 0, 0]"
1041,hàng giao nhanh chuẩn chất_lượng ủng_hộ shop dài_dài,"[1, 0, 0, 1, 0, 0, 0]"
1042,mua sản_phẩm_chất_lượng đóng_gói cẩn_thận shop chương_trình khuyến_mãi hoàn xu đơn hàng giá_trị ủng_hộ giao hàng nhanh,"[1, 1, 0, 1, 1, 0, 0]"
1043,sản_phẩm tuyệt,"[0, 0, 0, 0, 0, 0, 0]"
1044,sản_phẩm tốt lắm ủng_hộ 😘 giao hàng siêu tv giúp sản_phẩm phẩm tốt lắm ủng_hộ 😘,"[1, 0, 0, 1, 1, 0, 0]"
1045,giá ổn đóng_gói oke va_đập mạnh chắc_chắn vỡ sữa dăte ủng_hộ,"[0, 1, 0, 1, 0, 0, 0]"
1046,ủng_hộ shop shop giao hàng đúng mẫu hộp không móp ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1047,hạn dấu_vết tẩy xóa ko_thể chấp_nhận shop khăng_khăng bình_thường không hàng mặc_dù tham_khảo hội bỉm sữa không như làm_ăn chán cân_nhắc mua,"[0, 0, 0, 0, 1, 1, 0]"
1048,bọc hộp đóng_gói cẩn_thận giao hàng_mã fai nt giục shop đợi mua sữa uống tạm đành uống sữa chưa tn,"[1, 0, 0, 0, 0, 0, 0]"
1049,loại không chảy sệ như,"[0, 0, 0, 1, 0, 0, 0]"
1050,sản_phẩm mô_tả giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 1, 0, 0, 0, 0]"
1051,hình không chủ_yếu xu sản_phẩm_giá tốt hàng hơi 5 * ủng_hộ,"[1, 1, 0, 0, 0, 0, 0]"
1052,shop nhiệt_tình mua bao shop ưng_ý ủng_hộ shop,"[0, 0, 0, 0, 1, 0, 0]"
1053,shops giao hang nhanh chua su dung nén chua nhu nao bé hổ se_ung hộ shops dai dai,"[1, 0, 0, 0, 0, 0, 0]"
1054,giao hàng nhanh sữa hạn ok mua sale giá rẻ,"[1, 1, 0, 1, 0, 1, 0]"
1055,shop giao hàng nhanh sản_phẩm_chất_lượng ủng_hộ shop,"[1, 0, 0, 1, 0, 0, 0]"
1056,tả ok lười chụp hình nhầm mục_đích 20 xu,"[0, 0, 0, 0, 0, 0, 0]"
1057,giao hàng siêu nhanh mua mấy shop,"[1, 0, 0, 0, 0, 0, 0]"
1058,mua shop nh r giá rẻ yên,"[0, 1, 0, 0, 0, 0, 0]"
1059,giá rẻ bé m,"[0, 1, 0, 0, 0, 0, 0]"
1060,chua chua biet the thay cung ok shop 5 ☆ vi giao hàng nhanh đóng_gói đẹp 😆,"[1, 0, 0, 0, 0, 0, 0]"
1061,hàng giao nowship tiện đực free sữa mua mấy ổn,"[1, 0, 0, 1, 0, 0, 0]"
1062,sản_phẩm tuyệt_vời,"[0, 0, 0, 1, 0, 0, 0]"
1063,giá_cả hợp_lý chất_lượng sản_phẩm tốt ủng_hộ shop tiếp,"[1, 1, 0, 1, 0, 0, 0]"
1064,mua nhìu shop,"[0, 0, 0, 0, 0, 0, 0]"
1065,shop gói hàng cẩn hàng,"[1, 0, 0, 0, 0, 0, 0]"
1066,đóng_gói cẩn_thận giao hàng cực nhanh 😊 🥰,"[1, 0, 0, 0, 0, 0, 0]"
1067,hàng tốt đóng bọc cẩn thânh chất_lượng bàn mua sữa thơm ngon lắm hôm hôm tks_shop,"[1, 0, 0, 1, 0, 0, 0]"
1068,sản_phẩm tốt giá rẻ hàng hãng shop phục_vụ nhiệt_tình nhanh_chóng gửi hàng nhanh_chóng,"[1, 1, 1, 1, 1, 0, 0]"
1069,tem mác đầy_đủ giao hàng nhanh nvgh thân_thiện nhiệt_tình,"[1, 0, 1, 0, 1, 0, 0]"
1070,sữa kid hàng đi air nội_địa úc 800gr trẻ 1 biếng ăn còi sữa béo trừ kid mẹ sữa cân giới_thiệu dòng sữa béo phản_hồi tốt,"[0, 0, 0, 0, 0, 0, 0]"
1071,shop đóng hàng chuyên_nghiệp giao hàng nhanh shop,"[1, 0, 0, 0, 0, 0, 0]"
1072,nan,"[0, 0, 0, 0, 0, 0, 0]"
1073,mua shop 3 ! bé m hạn sữa thơm !,"[0, 0, 0, 1, 0, 1, 1]"
1074,gửi hàng nhanh đóng_gói cẩn_thận bỉm mịn_màng thấm hút tốtxxc,"[1, 0, 0, 1, 0, 0, 0]"
1075,shop gửi hàng j & t giao hàng nhanh hàng bọc chống sốc kĩ không méo móp mua sữa chưa ktra chất_lượng phản_hồi shop,"[1, 0, 0, 0, 0, 0, 0]"
1076,mua ủng_hộ shop tiếp,"[0, 0, 0, 0, 0, 0, 1]"
1077,shope giao hàng chậm,"[1, 0, 0, 0, 0, 0, 0]"
1078,to như bao gạo hàng giật : ) thử angel night thử gold đóng : ) đóng thử 1 thấm hút thua night đóng xong nổi 1 mụn khu_vực hậu_môn hơi ẩm mông : ( mặc_dù đóng 2 tiếng 20p,"[0, 0, 0, 1, 0, 1, 0]"
1079,mua r tính_chất xu giao hàng siêu nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1080,shope giao hàng nhanh đóng_gói cẩn_thận ủng_hộ shope,"[1, 0, 0, 0, 0, 0, 0]"
1081,hàng chuân giao hàng nhanh thank shop lsau ủng_hộ shop,"[1, 0, 1, 0, 0, 0, 0]"
1082,tính_chất,"[0, 0, 0, 0, 0, 0, 0]"
1083,shop đóng_gói cẩn_thận nguyên thùng nguyên hộp hạn tít tận 202 yên_tâm lắm,"[1, 0, 0, 0, 0, 1, 0]"
1084,bọc hàng cẩn_thận giao hàng nhanh chưa không chất_lượng như 5 ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1085,giao hàng gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1086,đẹp lắm shop ủng_hộ 😀,"[0, 0, 0, 0, 0, 0, 0]"
1087,shop ghi hạn shop update thông_tin,"[0, 0, 0, 0, 0, 0, 1]"
1088,giao hàng nhanh đóng hàng cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1089,tuần 30f huỷ không ! 789 hoàn 50xu 740 ... hạn 2020,"[1, 0, 0, 0, 0, 0, 0]"
1090,giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhan giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhang giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
